id,origin,destination,start_time,kind
1208,441,272,1215,Human
1209,478,321,331,Human
1210,8,365,1226,Human
1211,50,272,662,Human
1212,360,8,141,Human
1213,420,36,891,Human
1214,273,357,1162,Human
1215,325,321,566,Human
1216,393,272,897,Human
1217,28,376,1183,Human
1218,468,113,299,Human
1219,426,377,899,Human
1220,211,114,1541,Human
1221,13,33,517,Human
1222,287,319,872,Human
1223,458,378,881,Human
1224,303,29,1357,Human
1225,479,9,1596,Human
1226,400,347,29,Human
1227,382,76,577,Human
1228,377,113,1323,Human
1229,28,221,1689,Human
1230,360,63,1490,Human
1231,9,272,967,Human
1232,293,281,950,Human
1233,426,36,1130,Human
1234,480,281,325,Human
1235,458,95,279,Human
1236,315,192,312,Human
1237,40,362,1166,Human
1238,407,281,1472,Human
1239,40,34,611,Human
1240,6,41,54,Human
1241,123,74,439,Human
1242,93,94,1317,Human
1243,50,281,39,Human
1244,262,379,1462,Human
1245,330,16,674,Human
1246,28,350,408,Human
1247,481,32,821,Human
1248,399,86,1256,Human
1249,113,33,870,Human
1250,400,19,938,Human
1251,215,368,28,Human
1252,205,16,38,Human
1253,371,76,505,Human
1254,482,380,1743,Human
1255,474,381,997,Human
1256,213,19,137,Human
1257,161,211,249,Human
1258,287,29,1306,Human
1259,417,41,178,Human
1260,42,205,545,Human
1261,311,16,1187,Human
1262,483,16,1012,Human
1263,287,16,247,Human
1264,206,16,1753,Human
1265,484,382,1730,Human
1266,36,383,1800,Human
1267,114,28,162,Human
1268,206,16,589,Human
1269,222,266,416,Human
1270,2,16,89,Human
1271,108,384,264,Human
1272,10,385,240,Human
1273,75,69,1432,Human
1274,426,210,815,Human
1275,485,29,207,Human
1276,445,46,15,Human
1277,400,98,1134,Human
1278,293,29,685,Human
1279,28,167,256,Human
1280,425,185,756,Human
1281,266,90,524,Human
1282,28,386,784,Human
1283,28,228,1363,Human
1284,89,29,462,Human
1285,303,387,629,Human
1286,455,168,498,Human
1287,400,28,1363,Human
1288,36,18,1799,Human
1289,257,334,880,Human
1290,382,16,79,Human
1291,445,385,1067,Human
1292,371,281,654,Human
1293,118,281,1556,Human
1294,486,281,1409,Human
1295,213,228,881,Human
1296,400,211,438,Human
1297,487,38,1725,Human
1298,12,388,825,Human
1299,116,157,94,Human
1300,50,389,353,Human
1301,210,211,565,Human
1302,360,22,1373,Human
1303,99,28,799,Human
1304,84,16,563,Human
1305,214,28,932,Human
1306,453,255,433,Human
1307,420,28,1497,Human
1308,214,362,435,Human
1309,232,255,1429,Human
1310,29,17,1381,Human
1311,248,30,1058,Human
1312,29,363,735,Human
1313,99,16,84,Human
1314,27,28,1449,Human
1315,421,192,12,Human
1316,84,390,8,Human
1317,99,9,762,Human
1318,12,9,178,Human
1319,400,28,485,Human
1320,29,391,596,Human
1321,488,16,915,Human
1322,489,386,195,Human
1323,435,392,1395,Human
1324,248,248,1181,Human
1325,24,41,1478,Human
1326,213,389,246,Human
1327,435,393,590,Human
1328,490,102,617,Human
1329,213,99,262,Human
1330,8,51,1635,Human
1331,400,16,901,Human
1332,360,192,786,Human
1333,491,74,313,Human
1334,492,41,895,Human
1335,87,74,1177,Human
1336,493,229,1400,Human
1337,41,346,1372,Human
1338,494,157,1768,Human
1339,200,74,423,Human
1340,428,224,1532,Human
1341,495,67,757,Human
1342,400,33,961,Human
1343,23,74,1407,Human
1344,428,224,1282,Human
1345,29,8,111,Human
1346,59,111,249,Human
1347,189,99,895,Human
1348,433,22,844,Human
1349,496,394,1190,Human
1350,354,152,683,Human
1351,497,28,1678,Human
1352,498,347,449,Human
1353,499,74,118,Human
1354,308,347,1441,Human
1355,260,394,976,Human
1356,500,28,657,Human
1357,95,85,546,Human
1358,448,84,594,Human
1359,19,143,980,Human
1360,501,347,965,Human
1361,424,205,1153,Human
1362,502,85,838,Human
1363,445,22,1049,Human
1364,95,84,1314,Human
1365,352,160,384,Human
1366,110,52,448,Human
1367,383,192,886,Human
1368,356,395,88,Human
1369,484,211,1527,Human
1370,486,211,29,Human
1371,181,396,1411,Human
1372,391,74,819,Human
1373,44,28,257,Human
1374,503,260,70,Human
1375,122,205,1114,Human
1376,205,276,1527,Human
1377,504,397,1014,Human
1378,214,348,1152,Human
1379,493,398,598,Human
1380,214,28,1365,Human
1381,473,399,156,Human
1382,214,42,1245,Human
1383,484,348,1459,Human
1384,75,28,105,Human
1385,235,400,915,Human
1386,486,401,788,Human
1387,505,348,667,Human
1388,0,255,196,Human
1389,484,28,792,Human
1390,506,28,160,Human
1391,214,389,602,Human
1392,492,402,557,Human
1393,14,84,538,Human
1394,362,255,802,Human
1395,445,28,374,Human
1396,339,84,1758,Human
1397,181,28,429,Human
1398,507,205,1592,Human
1399,371,255,68,Human
1400,290,399,23,Human
1401,326,320,1220,Human
1402,508,67,250,Human
1403,327,205,1697,Human
1404,181,255,1211,Human
1405,409,160,598,Human
1406,484,74,1026,Human
1407,358,260,848,Human
1408,404,160,11,Human
1409,74,260,801,Human
1410,426,403,57,Human
1411,406,33,1507,Human
1412,293,281,488,Human
1413,394,148,1340,Human
1414,394,123,1538,Human
1415,103,404,333,Human
1416,105,405,687,Human
1417,509,100,299,Human
1418,510,92,128,Human
1419,511,147,110,Human
1420,511,7,1139,Human
1421,223,100,1080,Human
1422,223,100,646,Human
1423,275,406,727,Human
1424,239,108,36,Human
1425,53,407,885,Human
1426,105,2,855,Human
1427,276,100,1024,Human
1428,225,408,259,Human
1429,146,72,1079,Human
1430,512,138,16,Human
1431,56,138,204,Human
1432,513,92,1365,Human
1433,341,194,346,Human
1434,514,284,721,Human
1435,171,7,1304,Human
1436,177,55,1485,Human
1437,350,78,35,Human
1438,515,277,514,Human
1439,516,177,571,Human
1440,517,78,727,Human
1441,341,409,1445,Human
1442,276,69,953,Human
1443,298,30,1200,Human
1444,440,410,1441,Human
1445,518,30,503,Human
1446,152,194,156,Human
1447,71,411,509,Human
1448,363,248,1763,Human
1449,69,51,1746,Human
1450,351,21,1481,Human
1451,37,197,580,Human
1452,4,51,1687,Human
1453,37,412,1677,Human
1454,243,127,454,Human
1455,105,21,399,Human
1456,37,134,631,Human
1457,200,292,87,Human
1458,519,187,1548,Human
1459,520,5,1259,Human
1460,521,201,361,Human
1461,353,105,602,Human
1462,248,134,284,Human
1463,121,7,221,Human
1464,7,413,670,Human
1465,323,105,277,Human
1466,120,100,991,Human
1467,275,21,151,Human
1468,77,138,1087,Human
1469,122,414,1387,Human
1470,5,134,627,Human
1471,120,415,1447,Human
1472,46,21,63,Human
1473,253,92,460,Human
1474,42,146,482,Human
1475,37,117,1353,Human
1476,23,92,1360,Human
1477,253,92,348,Human
1478,455,168,1317,Human
1479,67,92,1161,Human
1480,253,203,983,Human
1481,73,416,1637,Human
1482,522,92,1621,Human
1483,429,328,1627,Human
1484,8,187,996,Human
1485,7,417,555,Human
1486,285,418,310,Human
1487,7,413,303,Human
1488,232,248,1479,Human
1489,446,119,1063,Human
1490,7,419,1087,Human
1491,4,92,1,Human
1492,523,36,506,Human
1493,253,21,882,Human
1494,67,187,1708,Human
1495,360,292,1286,Human
1496,204,101,76,Human
1497,204,203,1171,Human
1498,524,187,123,Human
1499,525,420,554,Human
1500,37,421,79,Human
1501,382,41,721,Human
1502,8,33,1487,Human
1503,459,116,284,Human
1504,165,41,675,Human
1505,409,41,956,Human
1506,282,41,1040,Human
